자치구명,동이름,건물명,건물용도,층정보,거래가격(만원),평수,건물면적(㎡),년도
강서구,화곡동,강서동도센트리움,아파트,6.0,10000,4.0,14.68,2022
동대문구,답십리동,센시티16,아파트,14.0,10000,4.0,14.24,2022
은평구,대조동,대경홈타운,아파트,10.0,10000,4.0,13.79,2022
동대문구,용두동,한양아이클래스,아파트,3.0,10000,4.0,14.19,2022
동대문구,답십리동,센시티16,아파트,11.0,10000,4.0,14.24,2022
동대문구,답십리동,센시티16,아파트,14.0,10000,4.0,14.24,2022
동대문구,답십리동,센시티16,아파트,16.0,10000,4.0,14.24,2022
강북구,수유동,수유역하이씨티,아파트,6.0,10000,4.0,12.02,2022
금천구,가산동,비즈트위트바이올렛5차,아파트,10.0,10000,4.0,12.19,2022
중구,황학동,한양I-Class,아파트,14.0,10000,5.0,16.37,2022
중랑구,상봉동,포시티,아파트,14.0,10000,4.0,14.86,2022
강서구,방화동,AirPalace(619-7),아파트,7.0,10000,4.0,14.5,2022
영등포구,대림동,쌍용플래티넘S,아파트,6.0,10000,6.0,18.24,2022
노원구,상계동,소담빌,아파트,7.0,10000,4.0,14.65,2022
도봉구,방학동,퍼스티안,아파트,8.0,10000,4.0,13.68,2022
영등포구,신길동,신길레전드힐스,아파트,4.0,10000,4.0,13.55,2022
도봉구,방학동,퍼스티안,아파트,7.0,10000,4.0,13.68,2022
구로구,오류동,오류동역솔리스타,아파트,9.0,10000,6.0,19.27,2022
중랑구,상봉동,포시티,아파트,16.0,10000,4.0,14.86,2022
중랑구,상봉동,포시티,아파트,17.0,10000,4.0,14.86,2022
금천구,가산동,가산양우내안에애플,아파트,17.0,10100,4.0,12.04,2022
동대문구,장안동,장안뉴시티,아파트,6.0,10100,5.0,17.63,2022
강북구,수유동,수유프리미어엠,아파트,7.0,10100,5.0,15.13,2022
종로구,숭인동,삼전솔하임2차,아파트,7.0,10200,5.0,15.0,2022
동대문구,장안동,양우내안애애플,아파트,5.0,10200,5.0,15.34,2022
동대문구,장안동,장안뉴시티,아파트,6.0,10250,5.0,17.63,2022
동대문구,장안동,장안뉴시티,아파트,10.0,10250,5.0,17.63,2022
강서구,방화동,AirPalace(619-7),아파트,9.0,10300,4.0,14.5,2022
강동구,길동,강동큐브,아파트,12.0,10300,4.0,12.49,2022
강동구,길동,강동큐브(2차),아파트,6.0,10300,4.0,14.32,2022
금천구,가산동,비즈트위트바이올렛5차,아파트,14.0,10300,4.0,12.19,2022
강동구,길동,청광플러스원큐브3차,아파트,13.0,10300,4.0,13.27,2022
영등포구,신길동,신길레전드힐스,아파트,11.0,10300,4.0,13.74,2022
강서구,방화동,AirPalace(619-7),아파트,5.0,10300,4.0,14.5,2022
강동구,길동,강동렘브란트,아파트,9.0,10300,5.0,15.86,2022
강동구,길동,강동큐브(2차),아파트,8.0,10350,5.0,15.12,2022
구로구,구로동,비즈트위트그린,아파트,15.0,10400,5.0,15.11,2022
동대문구,장안동,코지언레지던스,아파트,6.0,10400,4.0,13.08,2022
중랑구,면목동,현대휴온,아파트,2.0,10500,5.0,18.17,2022
동대문구,답십리동,센시티16,아파트,14.0,10500,4.0,14.24,2022
구로구,오류동,오류동역솔리스타,아파트,10.0,10500,6.0,18.32,2022
영등포구,대림동,(1101-1),아파트,6.0,10500,4.0,13.9,2022
동대문구,답십리동,현대썬앤빌청계,아파트,11.0,10500,6.0,18.27,2022
강서구,화곡동,경동엠파이어스테이트,아파트,7.0,10500,4.0,14.32,2022
영등포구,대림동,쌍용플래티넘S,아파트,3.0,10500,6.0,18.24,2022
양천구,신월동,엘림,아파트,7.0,10500,13.0,43.75,2022
관악구,신림동,코스모그린,아파트,5.0,10500,4.0,12.21,2022
종로구,숭인동,종로아인스빌,아파트,12.0,10500,4.0,12.15,2022
중랑구,면목동,현대휴온,아파트,2.0,10500,5.0,18.17,2022
구로구,구로동,종인아네스트,아파트,20.0,10500,5.0,16.04,2022
구로구,구로동,해담채3,아파트,13.0,10500,4.0,13.39,2022
강동구,길동,강동큐브,아파트,20.0,10500,4.0,12.49,2022
구로구,구로동,종인아네스트,아파트,20.0,10500,5.0,16.04,2022
영등포구,신길동,여의도리버뷰,아파트,4.0,10500,4.0,12.96,2022
강동구,길동,강동큐브(2차),아파트,10.0,10500,4.0,14.32,2022
강북구,미아동,푸르지오시티,아파트,6.0,10500,6.0,18.65,2022
구로구,구로동,비즈트위트블루,아파트,5.0,10500,5.0,15.12,2022
강동구,길동,강동렘브란트,아파트,13.0,10500,5.0,15.86,2022
강서구,방화동,AirPalace(619-7),아파트,3.0,10500,4.0,14.5,2022
영등포구,신길동,여의도리버뷰,아파트,4.0,10600,4.0,12.96,2022
관악구,신림동,코스모그린,아파트,11.0,10600,4.0,12.21,2022
금천구,가산동,비즈트위트바이올렛5차,아파트,8.0,10670,4.0,12.19,2022
노원구,상계동,소담빌,아파트,9.0,10700,4.0,14.65,2022
강북구,수유동,수유역하이씨티,아파트,11.0,10700,4.0,12.01,2022
강북구,수유동,수유역하이씨티,아파트,8.0,10700,4.0,12.01,2022
영등포구,대림동,쌍용플래티넘S,아파트,6.0,10750,6.0,18.24,2022
구로구,구로동,종인아네스트,아파트,19.0,10800,5.0,16.04,2022
구로구,구로동,대림역포스큐,아파트,19.0,10800,4.0,14.58,2022
구로구,구로동,종인아네스트,아파트,16.0,10800,5.0,16.04,2022
강서구,화곡동,삼성다빈치(917-14),아파트,8.0,10800,4.0,14.35,2022
강동구,길동,강동큐브,아파트,18.0,10800,4.0,12.49,2022
동대문구,장안동,현대썬앤빌601,아파트,16.0,10800,6.0,18.35,2022
강서구,방화동,AirPalace(619-7),아파트,7.0,10900,4.0,14.5,2022
종로구,숭인동,삼전솔하임2차,아파트,5.0,10900,5.0,16.67,2022
강동구,길동,청광플러스원큐브2차,아파트,9.0,10900,4.0,14.5,2022
중랑구,면목동,현대휴온,아파트,4.0,10900,5.0,18.17,2022
영등포구,대림동,(1101-1),아파트,7.0,10900,4.0,13.64,2022
강동구,길동,강동와이시티,아파트,16.0,10900,4.0,13.97,2022
구로구,구로동,비즈트위트그린,아파트,14.0,10900,5.0,15.11,2022
영등포구,대림동,쌍용플래티넘S,아파트,5.0,10900,6.0,18.24,2022
구로구,구로동,그린플러스구로해담채2,아파트,15.0,10950,4.0,13.23,2022
구로구,구로동,종인아네스트,아파트,18.0,10950,5.0,16.04,2022
영등포구,신길동,여의도리버뷰,아파트,4.0,11000,4.0,12.96,2022
영등포구,영등포동3가,포레스트힐시티,아파트,11.0,11000,4.0,13.53,2022
영등포구,신길동,여의도리버뷰,아파트,4.0,11000,4.0,13.06,2022
노원구,상계동,소담빌,아파트,4.0,11000,4.0,14.65,2022
노원구,상계동,소담빌,아파트,4.0,11000,4.0,14.65,2022
중랑구,묵동,묵동포레시타,아파트,3.0,11000,5.0,14.95,2022
구로구,구로동,비즈트위트오렌지,아파트,4.0,11000,5.0,15.6,2022
구로구,구로동,대림역포스큐,아파트,18.0,11000,4.0,14.58,2022
성북구,장위동,석계역한일노벨리아시티,아파트,9.0,11000,4.0,14.71,2022
구로구,구로동,종인아네스트,아파트,16.0,11000,5.0,16.04,2022
구로구,구로동,대림역포스큐,아파트,18.0,11000,5.0,15.98,2022
구로구,구로동,종인아네스트,아파트,16.0,11000,5.0,16.04,2022
강동구,길동,강동큐브(2차),아파트,8.0,11000,4.0,12.52,2022
구로구,구로동,비즈트위트그린,아파트,16.0,11000,5.0,15.11,2022
영등포구,신길동,여의도리버뷰,아파트,2.0,11000,4.0,13.06,2022
은평구,대조동,제이타워1,아파트,8.0,11000,4.0,12.23,2022
구로구,구로동,그린플러스구로해담채2,아파트,15.0,11000,4.0,13.23,2022
금천구,가산동,비즈트위트바이올렛5차,아파트,11.0,11000,4.0,12.1,2022
구로구,구로동,종인아네스트,아파트,17.0,11000,5.0,16.04,2022
관악구,신림동,코스모그린,아파트,9.0,11000,4.0,12.21,2022
영등포구,신길동,여의도리버뷰,아파트,2.0,11000,4.0,12.96,2022
강북구,수유동,수유프리미어엠,아파트,4.0,11000,6.0,19.0,2022
은평구,대조동,제이타워3,아파트,7.0,11000,4.0,13.17,2022
동작구,상도동,씨티아모리움,아파트,4.0,11000,4.0,12.71,2022
관악구,신림동,아데나,아파트,9.0,11000,5.0,18.0,2022
강동구,길동,현대웰하임(201동),아파트,4.0,11000,4.0,14.47,2022
동작구,대방동,아데나339,아파트,7.0,11000,4.0,12.6,2022
영등포구,신길동,여의도리버뷰,아파트,5.0,11000,4.0,12.96,2022
관악구,신림동,코스모그린,아파트,9.0,11000,4.0,12.21,2022
강북구,수유동,수유프리미어엠,아파트,3.0,11000,6.0,18.28,2022
중랑구,면목동,현대휴온,아파트,3.0,11000,5.0,18.17,2022
중랑구,중화동,범양프레체,아파트,14.0,11000,5.0,17.94,2022
강동구,길동,강동큐브,아파트,16.0,11000,4.0,12.49,2022
강동구,길동,강동렘브란트,아파트,12.0,11000,5.0,15.86,2022
영등포구,대림동,(1101-1),아파트,9.0,11000,4.0,14.46,2022
강서구,방화동,AirPalace(619-7),아파트,7.0,11000,4.0,14.5,2022
영등포구,신길동,여의도리버뷰,아파트,4.0,11000,4.0,12.96,2022
강동구,길동,강동렘브란트,아파트,11.0,11000,5.0,15.86,2022
영등포구,영등포동1가,헤렌어반,아파트,5.0,11100,4.0,12.99,2022
금천구,가산동,가산양우내안에애플,아파트,8.0,11200,4.0,12.04,2022
구로구,구로동,대림역포스큐,아파트,17.0,11200,5.0,15.98,2022
중랑구,상봉동,포시티,아파트,3.0,11200,4.0,14.86,2022
금천구,시흥동,와이즈플레이스,아파트,14.0,11200,4.0,14.22,2022
구로구,구로동,대림역포스큐,아파트,15.0,11200,4.0,14.58,2022
강서구,방화동,AirPalace(619-7),아파트,4.0,11200,4.0,14.5,2022
구로구,구로동,로제리움2차,아파트,14.0,11250,5.0,14.91,2022
구로구,오류동,포스시티,아파트,12.0,11300,5.0,17.75,2022
중랑구,중화동,범양프레체,아파트,15.0,11300,5.0,17.94,2022
강서구,화곡동,AndPra레지던스,아파트,12.0,11300,5.0,15.26,2022
구로구,구로동,로제리움2차,아파트,18.0,11300,4.0,14.04,2022
금천구,가산동,가산양우내안에애플,아파트,13.0,11300,4.0,12.04,2022
중랑구,중화동,범양프레체,아파트,11.0,11300,5.0,17.94,2022
영등포구,영등포동3가,포레스트힐시티,아파트,3.0,11300,4.0,13.53,2022
마포구,마포동,비체힐리버뷰,아파트,2.0,11400,5.0,16.61,2022
중랑구,중화동,범양프레체,아파트,15.0,11400,5.0,17.94,2022
영등포구,대림동,(1101-1),아파트,9.0,11400,4.0,14.46,2022
강동구,길동,강동와이시티,아파트,17.0,11400,4.0,13.97,2022
강동구,길동,청광플러스원큐브2차,아파트,17.0,11400,4.0,14.5,2022
중랑구,중화동,범양프레체,아파트,8.0,11400,5.0,17.94,2022
강동구,길동,강동큐브(2차),아파트,14.0,11400,5.0,15.12,2022
금천구,가산동,가산지웰에스테이트,아파트,12.0,11400,4.0,12.13,2022
구로구,구로동,대림역포스큐,아파트,20.0,11400,4.0,14.58,2022
영등포구,영등포동3가,포레스트힐시티,아파트,5.0,11430,4.0,13.53,2022
금천구,가산동,가산양우내안에애플,아파트,11.0,11500,4.0,12.04,2022
관악구,신림동,아데나,아파트,4.0,11500,5.0,18.0,2022
영등포구,대림동,쌍용플래티넘S,아파트,5.0,11500,6.0,18.24,2022
영등포구,신길동,여의도리버뷰,아파트,3.0,11500,4.0,13.06,2022
중랑구,중화동,범양프레체,아파트,8.0,11500,5.0,17.94,2022
구로구,구로동,비즈트위트레인보우,아파트,3.0,11500,5.0,15.17,2022
구로구,구로동,비즈트위트오렌지,아파트,2.0,11500,5.0,15.54,2022
금천구,가산동,가산양우내안에애플,아파트,18.0,11500,4.0,12.04,2022
구로구,구로동,비즈트위트블루,아파트,7.0,11500,5.0,16.04,2022
동대문구,장안동,장안뉴시티,아파트,14.0,11500,5.0,17.63,2022
노원구,공릉동,한일휴니스빌,아파트,17.0,11500,5.0,14.93,2022
중랑구,상봉동,포시티,아파트,9.0,11500,4.0,14.86,2022
금천구,가산동,가산양우내안에애플,아파트,18.0,11500,4.0,12.04,2022
구로구,구로동,대림역포스큐,아파트,19.0,11500,4.0,14.58,2022
영등포구,대림동,쌍용플래티넘S,아파트,2.0,11500,6.0,18.24,2022
구로구,구로동,비즈트위트레인보우,아파트,3.0,11500,5.0,15.58,2022
영등포구,영등포동3가,포레스트힐시티,아파트,9.0,11500,4.0,13.53,2022
동대문구,장안동,장안푸르미에,아파트,7.0,11500,4.0,12.58,2022
영등포구,영등포동3가,포레스트힐시티,아파트,13.0,11500,4.0,13.53,2022
구로구,구로동,비즈트위트오렌지,아파트,2.0,11500,5.0,15.6,2022
강동구,길동,강동큐브(2차),아파트,12.0,11500,4.0,12.52,2022
영등포구,신길동,여의도리버뷰,아파트,5.0,11500,4.0,12.96,2022
구로구,오류동,오류동역솔리스타,아파트,6.0,11550,6.0,19.09,2022
구로구,구로동,비즈트위트오렌지,아파트,2.0,11700,5.0,15.54,2022
영등포구,영등포동3가,포레스트힐시티,아파트,13.0,11700,4.0,13.53,2022
구로구,오류동,다청림(356),아파트,1.0,11700,5.0,15.57,2022
성북구,하월곡동,삼전솔하임3차,아파트,15.0,11700,5.0,15.62,2022
강동구,길동,청광플러스원큐브3차,아파트,14.0,11700,4.0,13.27,2022
금천구,가산동,가산양우내안에애플,아파트,18.0,11700,4.0,12.04,2022
구로구,구로동,비즈트위트오렌지,아파트,6.0,11700,5.0,14.88,2022
구로구,구로동,비즈트위트레인보우,아파트,4.0,11750,5.0,15.58,2022
구로구,구로동,비즈트위트블루,아파트,6.0,11750,5.0,16.04,2022
구로구,구로동,비즈트위트블루,아파트,6.0,11750,5.0,16.04,2022
종로구,숭인동,삼전솔하임4차,아파트,15.0,11800,5.0,15.09,2022
중랑구,중화동,범양프레체,아파트,14.0,11800,5.0,17.94,2022
강동구,길동,현대웰하임(101동),아파트,7.0,11800,5.0,16.96,2022
강동구,길동,현대웰하임(101동),아파트,7.0,11800,5.0,16.96,2022
중구,황학동,한양I-Class,아파트,13.0,11800,5.0,16.37,2022
구로구,구로동,대림역포스큐,아파트,17.0,11800,4.0,14.58,2022
성북구,장위동,석계역한일노벨리아시티,아파트,4.0,11800,5.0,15.21,2022
영등포구,영등포동1가,내이처해밀,아파트,7.0,11800,4.0,14.24,2022
영등포구,대림동,쌍용플래티넘S,아파트,8.0,11800,6.0,18.24,2022
구로구,구로동,비즈트위트오렌지,아파트,2.0,11800,5.0,15.6,2022
구로구,구로동,비즈트위트레인보우,아파트,4.0,11800,5.0,15.17,2022
강동구,길동,현대웰하임(201동),아파트,5.0,11800,4.0,13.11,2022
중랑구,면목동,현대휴온,아파트,3.0,11850,5.0,18.17,2022
중랑구,묵동,묵동포레시타,아파트,3.0,11900,5.0,14.95,2022
강동구,길동,강동렘브란트,아파트,13.0,11900,5.0,15.86,2022
금천구,가산동,비즈트위트바이올렛5차,아파트,10.0,11900,4.0,12.19,2022
강동구,길동,강동와이시티,아파트,18.0,11900,4.0,13.97,2022
구로구,구로동,대림역포스큐,아파트,19.0,11900,4.0,14.58,2022
종로구,숭인동,숭인한양LEEPS,아파트,4.0,11900,4.0,12.78,2022
강동구,길동,강동와이시티,아파트,18.0,11900,4.0,13.97,2022
동대문구,장안동,장안뉴시티,아파트,9.0,12000,5.0,17.53,2022
관악구,신림동,보라매해담채,아파트,6.0,12000,4.0,12.89,2022
관악구,신림동,보라매해담채,아파트,5.0,12000,4.0,12.89,2022
관악구,신림동,보라매해담채,아파트,4.0,12000,4.0,12.89,2022
동대문구,장안동,현대썬앤빌601,아파트,11.0,12000,6.0,18.35,2022
금천구,가산동,비즈트위트바이올렛5차,아파트,9.0,12000,4.0,12.19,2022
강동구,길동,청광플러스원큐브3차,아파트,17.0,12000,4.0,13.27,2022
강동구,길동,강동와이시티,아파트,8.0,12000,4.0,13.97,2022
강동구,길동,청광플러스원(큐브1차),아파트,10.0,12000,5.0,16.69,2022
관악구,봉천동,코스모블루,아파트,9.0,12000,4.0,14.25,2022
관악구,봉천동,코스모블루,아파트,6.0,12000,4.0,14.25,2022
중랑구,묵동,묵동포레시타,아파트,2.0,12000,5.0,14.95,2022
동대문구,장안동,장안푸르미에,아파트,3.0,12000,4.0,12.95,2022
강동구,길동,강동큐브,아파트,10.0,12000,4.0,12.49,2022
동대문구,장안동,장안뉴시티,아파트,11.0,12000,5.0,17.63,2022
강동구,길동,청광플러스원(큐브1차),아파트,10.0,12000,5.0,16.69,2022
관악구,신림동,아데나,아파트,7.0,12000,5.0,18.0,2022
관악구,신림동,아데나,아파트,7.0,12000,6.0,18.25,2022
관악구,신림동,아데나,아파트,7.0,12000,6.0,18.28,2022
은평구,대조동,제이타워1,아파트,9.0,12000,4.0,12.23,2022
관악구,신림동,아데나,아파트,9.0,12000,6.0,18.25,2022
관악구,신림동,아데나,아파트,4.0,12000,5.0,18.0,2022
강동구,길동,청광플러스원큐브3차,아파트,17.0,12000,4.0,13.27,2022
관악구,신림동,아데나,아파트,2.0,12000,5.0,17.94,2022
관악구,봉천동,서울대역마에스트로,아파트,19.0,12000,4.0,12.43,2022
영등포구,당산동,THESILK,아파트,7.0,12000,6.0,20.51,2022
성북구,하월곡동,삼전솔하임3차,아파트,17.0,12000,5.0,15.62,2022
구로구,구로동,로제리움2차,아파트,19.0,12000,5.0,14.91,2022
성북구,하월곡동,삼전솔하임3차,아파트,7.0,12000,5.0,15.62,2022
구로구,구로동,로제리움2차,아파트,17.0,12000,5.0,14.91,2022
구로구,구로동,로제리움2차,아파트,16.0,12000,5.0,14.91,2022
구로구,오류동,썬앤빌,아파트,16.0,12000,4.0,14.06,2022
중랑구,묵동,묵동포레시타,아파트,2.0,12000,6.0,18.59,2022
성북구,하월곡동,삼전솔하임3차,아파트,13.0,12000,5.0,15.62,2022
구로구,구로동,신도림로제리움,아파트,20.0,12000,5.0,16.92,2022
금천구,가산동,비즈트위트바이올렛5차,아파트,8.0,12000,4.0,12.19,2022
노원구,공릉동,한일휴니스빌,아파트,12.0,12000,4.0,13.62,2022
종로구,숭인동,삼전솔하임2차,아파트,5.0,12000,4.0,14.69,2022
영등포구,영등포동1가,내이처해밀,아파트,2.0,12000,4.0,14.24,2022
종로구,숭인동,삼전솔하임2차,아파트,10.0,12000,5.0,16.67,2022
구로구,구로동,대림역포스큐,아파트,14.0,12000,5.0,16.82,2022
구로구,구로동,비즈트위트레인보우,아파트,4.0,12000,5.0,15.92,2022
구로구,구로동,대림역포스큐,아파트,16.0,12000,4.0,14.58,2022
구로구,구로동,대림역포스큐,아파트,16.0,12000,4.0,14.58,2022
구로구,구로동,비즈트위트레인보우,아파트,6.0,12000,5.0,15.58,2022
구로구,구로동,대림역포스큐,아파트,18.0,12000,4.0,14.58,2022
금천구,가산동,가산양우내안에애플,아파트,11.0,12000,4.0,12.04,2022
금천구,가산동,비즈트위트바이올렛5차,아파트,12.0,12000,4.0,12.19,2022
구로구,구로동,대림역포스큐,아파트,14.0,12000,4.0,14.58,2022
노원구,공릉동,한일휴니스빌,아파트,6.0,12000,4.0,13.62,2022
영등포구,영등포동1가,여의도의아침,아파트,6.0,12000,4.0,12.09,2022
중랑구,묵동,묵동포레시타,아파트,3.0,12000,6.0,18.25,2022
영등포구,영등포동1가,내이처해밀,아파트,2.0,12000,4.0,14.24,2022
중랑구,묵동,묵동포레시타,아파트,3.0,12000,6.0,18.59,2022
강동구,길동,현대웰하임(101동),아파트,7.0,12000,5.0,16.96,2022
영등포구,대림동,쌍용플래티넘S,아파트,6.0,12000,6.0,18.24,2022
광진구,화양동,(20-3),아파트,6.0,12000,5.0,16.22,2022
중랑구,상봉동,상봉어반뷰,아파트,8.0,12000,4.0,14.6,2022
동작구,대방동,진성마블로스,아파트,4.0,12000,4.0,14.4,2022
구로구,구로동,비즈트위트블루,아파트,5.0,12000,5.0,16.04,2022
영등포구,대림동,쌍용플래티넘S,아파트,9.0,12000,6.0,18.24,2022
강동구,길동,강동렘브란트,아파트,13.0,12000,5.0,15.86,2022
동작구,대방동,진성마블로스,아파트,4.0,12000,4.0,14.4,2022
서대문구,연희동,연희궁,아파트,4.0,12000,13.0,42.38,2022
영등포구,영등포동1가,내이처해밀,아파트,2.0,12000,4.0,14.24,2022
구로구,구로동,로제리움2차,아파트,18.0,12000,4.0,14.04,2022
강북구,미아동,푸르지오시티,아파트,20.0,12000,6.0,18.65,2022
