자치구명,동이름,건물명,건물용도,층정보,거래가격(만원),평수,건물면적(㎡),년도
동작구,대방동,보라매센트럴타운,아파트,2.0,25400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,2.0,25400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,2.0,25400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,2.0,25400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,2.0,25400,5.0,17.32,2022
중랑구,상봉동,풍산쉐르빌102동,아파트,4.0,25500,14.0,47.5,2022
구로구,구로동,(750-6),아파트,3.0,25500,15.0,49.08,2022
강서구,화곡동,성재센트리움아파트,아파트,11.0,25500,10.0,34.22,2022
강서구,화곡동,성재센트리움아파트,아파트,7.0,25500,10.0,34.22,2022
강서구,화곡동,프라임하우스(342-44),아파트,6.0,25500,15.0,48.21,2022
은평구,대조동,정익제이원아파트(15-114),아파트,9.0,25600,8.0,25.68,2022
강동구,천호동,아스하임,아파트,18.0,25600,3.0,11.33,2022
동작구,대방동,보라매센트럴타운,아파트,4.0,25700,5.0,16.9,2022
동작구,대방동,보라매센트럴타운,아파트,4.0,25700,5.0,16.9,2022
동작구,대방동,보라매센트럴타운,아파트,4.0,25700,5.0,16.9,2022
마포구,노고산동,현대벤처빌,아파트,4.0,25800,10.0,34.64,2022
동작구,대방동,보라매센트럴타운,아파트,3.0,25900,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,3.0,25900,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,3.0,25900,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,3.0,25900,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,3.0,25900,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,3.0,25900,5.0,17.32,2022
구로구,신도림동,신도림 아르디에,아파트,8.0,25900,8.0,25.66,2022
동작구,대방동,보라매센트럴타운,아파트,3.0,25900,5.0,17.32,2022
은평구,대조동,정익제이원아파트(15-114),아파트,13.0,25900,8.0,25.68,2022
동작구,대방동,보라매센트럴타운,아파트,3.0,25950,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,3.0,25950,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,3.0,25950,5.0,17.32,2022
강서구,화곡동,꿈동산(355-22),아파트,6.0,26000,18.0,59.32,2022
마포구,서교동,대우미래사랑,아파트,2.0,26000,10.0,34.29,2022
금천구,독산동,한솔아트빌라,아파트,1.0,26000,21.0,67.88,2022
강서구,화곡동,프라임하우스(916-5),아파트,6.0,26000,12.0,40.25,2022
마포구,신수동,하나테크노빌,아파트,13.0,26000,10.0,31.83,2022
용산구,도원동,도원,아파트,3.0,26000,11.0,34.81,2022
종로구,행촌동,대성아파트,아파트,7.0,26000,6.0,19.27,2022
마포구,서교동,엠제이더퍼스트홍대,아파트,6.0,26000,5.0,14.97,2022
강서구,화곡동,꿈동산(355-22),아파트,6.0,26000,18.0,59.32,2022
강서구,화곡동,한울에이치밸리움A동,아파트,6.0,26000,6.0,20.92,2022
강서구,화곡동,남광아파트,아파트,12.0,26000,10.0,32.07,2022
송파구,가락동,두산위브,아파트,10.0,26000,10.0,33.1,2022
서초구,서초동,urbanplace,아파트,3.0,26000,6.0,21.07,2022
강서구,화곡동,남광아파트,아파트,11.0,26000,10.0,32.07,2022
마포구,노고산동,현대벤처빌,아파트,4.0,26000,10.0,34.64,2022
구로구,구로동,(796-16),아파트,3.0,26000,13.0,42.56,2022
강서구,화곡동,한울에이치밸리움A동,아파트,8.0,26000,6.0,20.92,2022
구로구,개봉동,중앙힐,아파트,2.0,26000,20.0,67.44,2022
서초구,서초동,한라비발디스튜디오193,아파트,9.0,26000,6.0,19.99,2022
중구,정동,삼정아트테라스정동,아파트,8.0,26000,4.0,14.27,2022
강서구,화곡동,NS파크APT,아파트,9.0,26250,9.0,29.93,2022
동대문구,이문동,민족통일MJ캠퍼스외대3차,아파트,15.0,26400,5.0,18.0,2022
동대문구,이문동,민족통일MJ캠퍼스외대3차,아파트,14.0,26400,5.0,18.0,2022
동작구,대방동,보라매센트럴타운,아파트,4.0,26450,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,4.0,26450,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,4.0,26450,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,4.0,26450,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,4.0,26450,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,4.0,26450,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,4.0,26450,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,4.0,26450,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,4.0,26450,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,4.0,26450,5.0,17.32,2022
중랑구,신내동,경원,아파트,5.0,26500,17.0,55.89,2022
동작구,대방동,보라매센트럴타운,아파트,6.0,26500,5.0,16.9,2022
중랑구,신내동,경원,아파트,5.0,26500,17.0,55.89,2022
동작구,대방동,보라매센트럴타운,아파트,6.0,26500,5.0,16.9,2022
강서구,화곡동,부영,아파트,4.0,26500,18.0,59.84,2022
동작구,대방동,보라매센트럴타운,아파트,5.0,26500,5.0,16.9,2022
동작구,대방동,보라매센트럴타운,아파트,5.0,26500,5.0,16.9,2022
동작구,대방동,보라매센트럴타운,아파트,5.0,26500,5.0,16.9,2022
동작구,대방동,보라매센트럴타운,아파트,6.0,26500,5.0,16.9,2022
동작구,대방동,보라매센트럴타운,아파트,8.0,26750,5.0,16.9,2022
동작구,대방동,보라매센트럴타운,아파트,7.0,26750,5.0,16.9,2022
동작구,대방동,보라매센트럴타운,아파트,7.0,26750,5.0,16.9,2022
동작구,대방동,보라매센트럴타운,아파트,8.0,26750,5.0,16.9,2022
동작구,대방동,보라매센트럴타운,아파트,7.0,26750,5.0,16.9,2022
동작구,대방동,보라매센트럴타운,아파트,8.0,26750,5.0,16.9,2022
서초구,서초동,urbanplace,아파트,7.0,26800,7.0,23.46,2022
동작구,대방동,보라매센트럴타운,아파트,12.0,26900,5.0,16.9,2022
강서구,화곡동,삼성홈타운,아파트,1.0,26900,23.0,75.35,2022
동작구,대방동,보라매센트럴타운,아파트,12.0,26900,5.0,16.9,2022
동작구,대방동,보라매센트럴타운,아파트,12.0,26900,5.0,16.9,2022
양천구,신월동,오투힐,아파트,6.0,27000,17.0,56.71,2022
구로구,오류동,다청림(356),아파트,7.0,27000,11.0,36.01,2022
동작구,대방동,보라매센트럴타운,아파트,9.0,27000,5.0,16.9,2022
동작구,대방동,보라매센트럴타운,아파트,11.0,27000,5.0,16.9,2022
동작구,대방동,보라매센트럴타운,아파트,9.0,27000,5.0,16.9,2022
동작구,대방동,보라매센트럴타운,아파트,9.0,27000,5.0,16.9,2022
마포구,노고산동,신촌포스빌,아파트,9.0,27000,10.0,32.34,2022
중랑구,상봉동,더클래스,아파트,9.0,27000,9.0,28.25,2022
서초구,서초동,서초자연인아파트(101동),아파트,2.0,27000,8.0,27.38,2022
동작구,대방동,보라매센트럴타운,아파트,10.0,27000,5.0,16.9,2022
서초구,방배동,방배대우디오빌,아파트,4.0,27000,9.0,28.84,2022
마포구,노고산동,신촌포스빌,아파트,8.0,27000,10.0,32.34,2022
은평구,갈현동,한솔,아파트,4.0,27000,12.0,39.96,2022
강서구,화곡동,NS파크APT,아파트,7.0,27000,9.0,28.74,2022
동작구,대방동,보라매센트럴타운,아파트,11.0,27000,5.0,16.9,2022
마포구,노고산동,신촌포스빌,아파트,15.0,27000,10.0,32.34,2022
성북구,성북동,주암,아파트,4.0,27000,15.0,48.73,2022
동작구,대방동,보라매센트럴타운,아파트,11.0,27000,5.0,16.9,2022
동대문구,장안동,아르떼하임,아파트,9.0,27000,9.0,29.53,2022
동작구,대방동,보라매센트럴타운,아파트,10.0,27000,5.0,16.9,2022
양천구,신월동,예지보금자리74차,아파트,2.0,27000,17.0,55.69,2022
동작구,대방동,보라매센트럴타운,아파트,10.0,27000,5.0,16.9,2022
도봉구,창동,새울(715-25),아파트,4.0,27000,13.0,42.32,2022
동작구,대방동,보라매센트럴타운,아파트,6.0,27100,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,5.0,27100,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,5.0,27100,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,6.0,27100,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,6.0,27100,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,5.0,27100,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,6.0,27100,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,6.0,27100,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,5.0,27100,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,5.0,27100,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,6.0,27100,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,5.0,27100,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,5.0,27100,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,6.0,27100,5.0,17.32,2022
마포구,노고산동,현대벤처빌,아파트,6.0,27200,12.0,38.02,2022
동작구,대방동,보라매센트럴타운,아파트,6.0,27250,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,5.0,27250,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,6.0,27250,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,6.0,27250,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,5.0,27250,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,5.0,27250,5.0,17.32,2022
마포구,성산동,그레이스,아파트,1.0,27300,11.0,37.42,2022
동작구,대방동,보라매센트럴타운,아파트,7.0,27400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,7.0,27400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,7.0,27400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,7.0,27400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,8.0,27400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,8.0,27400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,8.0,27400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,7.0,27400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,8.0,27400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,8.0,27400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,8.0,27400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,8.0,27400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,7.0,27400,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,7.0,27400,5.0,17.32,2022
강서구,화곡동,한울에이치밸리움A동,아파트,10.0,27500,7.0,22.81,2022
은평구,대조동,북한산포레스트,아파트,7.0,27500,6.0,19.08,2022
은평구,대조동,북한산포레스트,아파트,6.0,27500,6.0,19.08,2022
은평구,대조동,북한산포레스트,아파트,5.0,27500,6.0,19.08,2022
은평구,대조동,북한산포레스트,아파트,11.0,27500,6.0,19.08,2022
마포구,노고산동,신촌포스빌,아파트,14.0,27500,10.0,32.34,2022
은평구,대조동,북한산포레스트,아파트,6.0,27500,6.0,19.08,2022
마포구,노고산동,신촌포스빌,아파트,11.0,27500,10.0,32.34,2022
서초구,서초동,서초자연인아파트(101동),아파트,4.0,27500,8.0,27.38,2022
중구,신당동,약수역더시티,아파트,10.0,27500,6.0,19.06,2022
은평구,대조동,북한산포레스트,아파트,10.0,27500,6.0,19.08,2022
양천구,신월동,경희,아파트,3.0,27500,17.0,57.15,2022
동작구,대방동,보라매센트럴타운,아파트,7.0,27550,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,8.0,27550,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,8.0,27550,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,12.0,27550,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,7.0,27550,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,12.0,27550,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,7.0,27550,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,12.0,27550,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,12.0,27550,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,12.0,27550,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,8.0,27550,5.0,17.32,2022
강서구,화곡동,한울에이치밸리움B동,아파트,4.0,27600,7.0,22.81,2022
동작구,대방동,보라매센트럴타운,아파트,11.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,9.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,9.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,9.0,27700,5.0,17.32,2022
강서구,화곡동,디아인스,아파트,14.0,27700,7.0,23.93,2022
동작구,대방동,보라매센트럴타운,아파트,11.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,10.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,10.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,10.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,10.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,10.0,27700,5.0,17.32,2022
금천구,독산동,중앙아파트,아파트,1.0,27700,11.0,35.61,2022
동작구,대방동,보라매센트럴타운,아파트,11.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,10.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,11.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,9.0,27700,5.0,17.32,2022
은평구,갈현동,지캐슬,아파트,6.0,27700,13.0,41.73,2022
은평구,갈현동,지캐슬,아파트,6.0,27700,13.0,41.73,2022
동작구,대방동,보라매센트럴타운,아파트,11.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,11.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,11.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,9.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,9.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,10.0,27700,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,9.0,27700,5.0,17.32,2022
은평구,대조동,영화노블레스아파트,아파트,12.0,27750,7.0,24.41,2022
동작구,대방동,보라매센트럴타운,아파트,9.0,27800,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,9.0,27800,5.0,17.32,2022
서대문구,연희동,충우,아파트,6.0,27800,12.0,38.61,2022
중랑구,상봉동,리더스,아파트,4.0,27800,9.0,29.34,2022
동작구,대방동,보라매센트럴타운,아파트,10.0,27800,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,10.0,27800,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,10.0,27800,5.0,17.32,2022
동작구,대방동,보라매센트럴타운,아파트,9.0,27800,5.0,17.32,2022
강서구,화곡동,NS파크APT,아파트,10.0,27800,9.0,29.93,2022
중랑구,상봉동,더클래스,아파트,12.0,27900,9.0,28.25,2022
서대문구,대현동,신촌자이엘라,아파트,16.0,28000,7.0,24.7,2022
서대문구,대현동,신촌자이엘라,아파트,23.0,28000,8.0,25.21,2022
강동구,성내동,다성이즈빌,아파트,5.0,28000,11.0,35.11,2022
서초구,서초동,한라비발디스튜디오193,아파트,11.0,28000,7.0,22.72,2022
종로구,숭인동,오성,아파트,3.0,28000,17.0,56.66,2022
강동구,성내동,에스케이허브진,아파트,11.0,28000,10.0,33.71,2022
은평구,갈현동,역촌맨션,아파트,6.0,28000,16.0,53.2,2022
마포구,연남동,홍익하이빌,아파트,2.0,28000,13.0,44.46,2022
구로구,구로동,(743-72),아파트,2.0,28000,18.0,58.3,2022
중랑구,상봉동,상봉힐스테이,아파트,4.0,28000,4.0,14.47,2022
중구,정동,삼정아트테라스정동,아파트,8.0,28000,4.0,14.27,2022
도봉구,쌍문동,시그마팰리스,아파트,9.0,28000,21.0,70.0,2022
동대문구,장안동,월튼파크뷰(342-21),아파트,12.0,28000,14.0,46.41,2022
중랑구,상봉동,상봉힐스테이,아파트,6.0,28000,4.0,14.47,2022
중랑구,상봉동,상봉힐스테이,아파트,5.0,28000,4.0,14.47,2022
중구,신당동,유정,아파트,2.0,28000,18.0,59.65,2022
은평구,응암동,미소세상,아파트,4.0,28000,9.0,29.99,2022
금천구,독산동,중앙아파트,아파트,2.0,28200,11.0,35.61,2022
은평구,응암동,미소세상,아파트,2.0,28200,9.0,29.99,2022
강서구,화곡동,NS파크APT,아파트,6.0,28200,9.0,29.93,2022
강서구,화곡동,NS파크APT,아파트,7.0,28300,9.0,28.91,2022
서초구,서초동,서초자연인아파트(101동),아파트,5.0,28400,7.0,24.14,2022
송파구,석촌동,석촌호수효성해링턴타워,아파트,18.0,28500,5.0,15.83,2022
은평구,신사동,예성그린,아파트,2.0,28500,18.0,59.31,2022
중구,신당동,약수역더시티,아파트,7.0,28500,6.0,18.86,2022
서초구,서초동,풍림아이원플러스,아파트,13.0,28500,8.0,27.64,2022
동대문구,장안동,태솔에버빌2차,아파트,6.0,28500,18.0,59.6,2022
구로구,온수동,온수동,아파트,5.0,28500,20.0,64.87,2022
송파구,석촌동,석촌호수효성해링턴타워,아파트,19.0,28500,5.0,15.83,2022
강서구,화곡동,성재센트리움,아파트,8.0,28700,12.0,39.27,2022
강서구,화곡동,동양하우징(899-4),아파트,10.0,28900,9.0,28.25,2022
동대문구,답십리동,한일노벨리아,아파트,16.0,29000,9.0,29.79,2022
양천구,신월동,동도하이츠,아파트,4.0,29000,25.0,83.04,2022
강남구,역삼동,대우디오빌플러스,아파트,2.0,29000,10.0,34.41,2022
서대문구,홍은동,초원,아파트,2.0,29000,15.0,49.26,2022
송파구,석촌동,석촌호수효성해링턴타워,아파트,20.0,29000,5.0,15.83,2022
마포구,노고산동,현대벤처빌,아파트,12.0,29000,10.0,34.64,2022
서대문구,홍은동,서대문노블루체,아파트,11.0,29000,9.0,29.07,2022
구로구,오류동,오류동삼전솔하임,아파트,4.0,29000,11.0,37.76,2022
은평구,갈현동,한솔,아파트,8.0,29000,12.0,39.96,2022
강북구,미아동,푸르지오시티,아파트,19.0,29000,11.0,37.44,2022
마포구,서교동,대우미래사랑,아파트,4.0,29000,10.0,34.29,2022
서초구,서초동,서초동삼성쉐르빌2,아파트,5.0,29000,11.0,35.22,2022
중랑구,상봉동,상봉힐스테이,아파트,11.0,29000,4.0,14.75,2022
은평구,불광동,쉐라톤,아파트,7.0,29000,26.0,84.68,2022
서초구,서초동,서초동삼성쉐르빌2,아파트,9.0,29000,11.0,35.22,2022
강서구,화곡동,동양하우징(899-4),아파트,11.0,29000,9.0,29.8,2022
강서구,화곡동,태경(381-7),아파트,4.0,29000,21.0,68.09,2022
은평구,응암동,미소세상,아파트,2.0,29000,9.0,29.99,2022
중랑구,묵동,우성,아파트,3.0,29000,14.0,47.11,2022
서초구,서초동,서초동삼성쉐르빌2,아파트,3.0,29000,11.0,35.22,2022
구로구,구로동,(744-5),아파트,4.0,29000,18.0,58.96,2022
구로구,구로동,한일퍼스트빌(415-37),아파트,3.0,29000,25.0,83.18,2022
은평구,응암동,유성아이비아파트,아파트,5.0,29000,13.0,42.61,2022
강남구,대치동,대우아이빌명문가(891-23),아파트,7.0,29000,11.0,35.72,2022
중랑구,묵동,우성,아파트,3.0,29000,14.0,47.11,2022
은평구,구산동,신호(199-24),아파트,11.0,29000,23.0,74.49,2022
은평구,응암동,자선메르시안(115),아파트,3.0,29000,17.0,55.01,2022
강남구,대치동,대우아이빌명문가(891-23),아파트,8.0,29000,11.0,35.72,2022
강남구,대치동,아름빌(889-74),아파트,8.0,29000,9.0,30.46,2022
동작구,대방동,보라매센트럴타운,아파트,11.0,29100,5.0,17.71,2022
동작구,대방동,보라매센트럴타운,아파트,11.0,29100,5.0,17.71,2022
마포구,서교동,대우미래사랑,아파트,11.0,29200,9.0,29.35,2022
송파구,오금동,에스아이팰리스송파올림픽공원,아파트,6.0,29300,5.0,16.6,2022
송파구,석촌동,석촌호수효성해링턴타워,아파트,15.0,29400,5.0,15.83,2022
중랑구,상봉동,상봉힐스테이,아파트,8.0,29500,4.0,14.75,2022
도봉구,창동,리치,아파트,4.0,29500,18.0,58.38,2022
금천구,시흥동,신화아파트(200-4),아파트,3.0,29500,20.0,66.75,2022
중랑구,상봉동,상봉힐스테이,아파트,9.0,29500,4.0,14.75,2022
성북구,삼선동5가,청기와,아파트,6.0,29500,11.0,34.84,2022
중랑구,상봉동,상봉힐스테이,아파트,11.0,29500,4.0,14.75,2022
중랑구,상봉동,상봉힐스테이,아파트,9.0,29500,4.0,14.75,2022
금천구,독산동,명도힐스티지,아파트,9.0,29500,9.0,29.63,2022
중랑구,상봉동,상봉힐스테이,아파트,8.0,29500,4.0,14.75,2022
용산구,도원동,제일1,아파트,1.0,29500,14.0,45.26,2022
구로구,오류동,다청림(356),아파트,4.0,29500,11.0,36.01,2022
강남구,대치동,아름빌(889-74),아파트,8.0,29500,9.0,30.46,2022
강동구,길동,다성이즈빌,아파트,7.0,29600,7.0,22.96,2022
금천구,시흥동,힐캐슬,아파트,5.0,29700,16.0,53.01,2022
서초구,방배동,방배대우디오빌,아파트,3.0,29700,9.0,29.6,2022
마포구,서교동,대우미래사랑,아파트,9.0,29700,10.0,34.29,2022
마포구,서교동,대우미래사랑,아파트,10.0,29700,10.0,34.29,2022
서초구,방배동,방배대우디오빌,아파트,22.0,29700,9.0,29.6,2022
금천구,시흥동,산호시티빌,아파트,11.0,29750,13.0,41.58,2022
강남구,청담동,청담신원아침도시마인,아파트,6.0,29800,9.0,28.31,2022
송파구,잠실동,NS파인트리,아파트,15.0,29800,6.0,19.7,2022
서초구,방배동,방배대우디오빌,아파트,3.0,29800,9.0,29.6,2022
관악구,봉천동,동아타운,아파트,10.0,29900,9.0,28.8,2022
중구,인현동2가,신성아파트,아파트,6.0,30000,16.0,52.1,2022
중구,남창동,경서,아파트,4.0,30000,15.0,50.15,2022
중구,남창동,경서,아파트,4.0,30000,15.0,50.15,2022
중구,인현동2가,신성아파트,아파트,9.0,30000,15.0,49.22,2022
관악구,봉천동,프라비다M,아파트,9.0,30000,9.0,30.12,2022
성북구,안암동3가,대광,아파트,2.0,30000,18.0,60.93,2022
도봉구,창동,리치,아파트,3.0,30000,18.0,58.38,2022
강북구,수유동,FIRSTVIEW,아파트,7.0,30000,14.0,47.67,2022
중랑구,상봉동,리더스,아파트,9.0,30000,9.0,31.05,2022
서초구,방배동,방배대우디오빌,아파트,8.0,30000,9.0,29.6,2022
서초구,방배동,방배대우디오빌,아파트,22.0,30000,9.0,29.6,2022
송파구,방이동,동광팰리스,아파트,9.0,30000,7.0,23.88,2022
은평구,응암동,미소세상,아파트,5.0,30000,9.0,29.99,2022
마포구,서교동,대우미래사랑,아파트,12.0,30000,10.0,33.8,2022
중랑구,묵동,신도,아파트,22.0,30000,9.0,30.81,2022
동대문구,장안동,글로벌팰리스,아파트,10.0,30000,8.0,26.81,2022
강서구,화곡동,로얄홈타운(102동),아파트,8.0,30000,12.0,40.06,2022
중랑구,묵동,우성,아파트,1.0,30000,14.0,47.11,2022
구로구,개봉동,태경하이빌,아파트,5.0,30000,24.0,78.67,2022
강남구,대치동,대우아이빌명문가(891-23),아파트,10.0,30000,10.0,34.2,2022
강동구,길동,다성이즈빌(387-4),아파트,8.0,30000,6.0,21.32,2022
강서구,화곡동,한백e,아파트,4.0,30000,17.0,57.06,2022
중랑구,묵동,우성,아파트,4.0,30000,17.0,55.74,2022
강서구,화곡동,위하우스아파트,아파트,7.0,30000,9.0,30.18,2022
서대문구,연희동,은하,아파트,1.0,30000,31.0,102.48,2022
서초구,우면동,계룡리슈빌S,아파트,3.0,30000,9.0,30.89,2022
강서구,화곡동,오경아파트,아파트,8.0,30000,8.0,25.75,2022
구로구,고척동,삼명,아파트,1.0,30000,13.0,43.74,2022
서초구,서초동,서초동삼성쉐르빌2,아파트,4.0,30000,11.0,35.22,2022
양천구,신월동,금하뜨라네,아파트,3.0,30000,26.0,84.91,2022
구로구,구로동,(746-3),아파트,3.0,30000,16.0,53.1,2022
송파구,마천동,한주리버뷰,아파트,7.0,30000,17.0,57.61,2022
송파구,마천동,한주리버뷰,아파트,7.0,30000,17.0,57.61,2022
서초구,서초동,서초대우아이빌,아파트,15.0,30000,11.0,35.31,2022
강서구,화곡동,남광아파트,아파트,6.0,30000,13.0,43.85,2022
중랑구,상봉동,상봉힐스테이,아파트,13.0,30000,5.0,17.25,2022
양천구,신월동,태헌(신월프라자),아파트,9.0,30000,17.0,56.97,2022
송파구,마천동,한주리버뷰,아파트,8.0,30000,17.0,57.61,2022
관악구,봉천동,프라비다M,아파트,3.0,30000,9.0,30.12,2022
서초구,서초동,풍림아이원플러스,아파트,11.0,30000,10.0,34.42,2022
서초구,서초동,서초동삼성쉐르빌2,아파트,4.0,30000,11.0,35.22,2022
서초구,서초동,서초동삼성쉐르빌2,아파트,4.0,30000,11.0,35.22,2022
송파구,오금동,에스아이팰리스송파올림픽공원,아파트,8.0,30100,5.0,16.6,2022
은평구,응암동,미소세상,아파트,9.0,30200,9.0,29.99,2022
은평구,대조동,서경아파트,아파트,8.0,30300,9.0,28.18,2022
송파구,오금동,에스아이팰리스송파올림픽공원,아파트,9.0,30300,5.0,16.6,2022
동대문구,장안동,청명에버아트2차,아파트,12.0,30400,11.0,37.07,2022
은평구,불광동,대호프라자아파트,아파트,2.0,30400,12.0,41.22,2022
중랑구,상봉동,상봉힐스테이,아파트,10.0,30500,5.0,16.94,2022
중랑구,상봉동,상봉힐스테이,아파트,13.0,30500,5.0,16.94,2022
중랑구,상봉동,상봉힐스테이,아파트,9.0,30500,5.0,17.25,2022
중랑구,상봉동,상봉힐스테이,아파트,9.0,30500,5.0,17.25,2022
중랑구,상봉동,상봉힐스테이,아파트,8.0,30500,5.0,16.94,2022
중랑구,상봉동,상봉힐스테이,아파트,6.0,30500,5.0,17.25,2022
중랑구,상봉동,상봉힐스테이,아파트,7.0,30500,5.0,16.94,2022
서초구,서초동,서초이오빌,아파트,4.0,30500,11.0,36.66,2022
구로구,오류동,다청림(356),아파트,4.0,30500,11.0,36.01,2022
중랑구,상봉동,상봉힐스테이,아파트,10.0,30500,5.0,17.25,2022
서초구,방배동,방배대우디오빌,아파트,12.0,30500,9.0,29.6,2022
관악구,봉천동,복권,아파트,6.0,30500,14.0,47.61,2022
중랑구,상봉동,상봉힐스테이,아파트,11.0,30500,5.0,17.25,2022
서초구,서초동,서초동삼성쉐르빌2,아파트,15.0,30500,11.0,35.22,2022
중랑구,상봉동,상봉힐스테이,아파트,9.0,30500,5.0,17.25,2022
중랑구,상봉동,상봉힐스테이,아파트,11.0,30500,5.0,16.94,2022
중랑구,상봉동,상봉힐스테이,아파트,9.0,30500,5.0,16.94,2022
서초구,서초동,풍림아이원플러스,아파트,15.0,30700,9.0,28.67,2022
강남구,대치동,대우아이빌명문가(891-23),아파트,8.0,30750,10.0,34.2,2022
